scenario,mean_JS,mean_KS_cont,mean_Wasserstein,label_p_src,label_p_tgt,label_delta,label_pval
temporal,0.00015383946671765458,0.008085932631214173,0.013057434324989332,0.08867902798571922,0.09050177510299394,0.0018227471172747173,0.15324813042390129
