scenario,mean_JS,mean_KS_cont,mean_Wasserstein,label_p_src,label_p_tgt,label_delta,label_pval
random,3.0691714959682374e-05,0.003675775655405948,0.0072948708175312954,0.08963388450839209,0.0896395499352783,5.6654268862088575e-06,0.9971631811118165
