scenario,mean_JS,mean_KS_cont,mean_Wasserstein,label_p_src,label_p_tgt,label_delta,label_pval
hospital,0.008992402983377725,0.08468489004149164,0.15900553912631937,0.089453044375645,0.09463096755914435,0.0051779231834993555,0.13467141767167057
