scenario,model,seed,source,calib,calib_tag,feat,feat_select,n_features,auroc,auprc,brier,nll,ece,tau,f1_at_tau,balacc_at_tau,file
temporal,protoicl_plus,42,icl,none,none,none,none,92,0.8484852706007695,0.4813895094895964,0.06207908112273496,0.242119723845291,0.011904778696646188,0.5,0.3927299703264095,0.6320400633623197,temporal_protoicl_plus_none_seed42.csv
