scenario,model,seed,source,calib,calib_tag,feat,feat_select,n_features,auroc,auprc,brier,nll,ece,tau,f1_at_tau,balacc_at_tau,file
random,protoicl_plus,42,icl,platt,platt,none,none,92,0.8516745312065664,0.4832089113595014,0.062312418223594894,0.22630831362834447,0.02719419686432134,0.5,0.392357691550128,0.6317323411731135,random_protoicl_plus_platt_seed42.csv
