scenario,model,seed,source,calib,calib_tag,feat,feat_select,n_features,auroc,auprc,brier,nll,ece,tau,f1_at_tau,balacc_at_tau,file
random,protoicl,42,icl,none,none,none,none,92,0.8029658308237624,0.4021513780488667,0.0692708519572111,0.2848620016599223,0.032859081270332685,0.5,0.1439067646313656,0.5385858245134405,random_protoicl_none_seed42.csv
