scenario,Htgt,model,seed,source,calib,calib_tag,feat,feat_select,n_features,auroc,auprc,brier,nll,ece,tau,f1_at_tau,balacc_at_tau
random,random,xgb,42,tuned,platt,platt,none,none,92,0.8927753647557378,0.5791731346692016,0.0584617333916972,0.21601790647459246,0.025997809341219445,0.5,0.5046535677352637,0.6932005775802724
