scenario,Htgt,model,seed,source,calib,calib_tag,feat,feat_select,n_features,auroc,auprc,brier,nll,ece,tau,f1_at_tau,balacc_at_tau
temporal,temporal,lr,42,tuned,platt,platt,none,none,92,0.867593207669789,0.5167372232391128,0.059586963309304054,0.2113690460863084,0.0054377704429838785,0.5,0.40515681544028953,0.6354737683319436
