scenario,Htgt,model,seed,source,calib,calib_tag,feat,feat_select,n_features,auroc,auprc,brier,nll,ece,tau,f1_at_tau,balacc_at_tau
hospital,hospital,lgbm,42,tuned,platt,platt,none,none,92,0.9051985998274146,0.6473742866911155,0.05422477956350076,0.19874172488731298,0.019933431791704575,0.5,0.5461613216715258,0.704070539877841
