split,n_cont,n_cat,mean_ks,mean_w,mean_js,mean_skl,cont_sig_rate,cat_sig_rate
temporal,15,79,0.008085932631214173,0.013057434324989332,0.00011029127445484065,0.00044335608211934296,0.4666666666666667,0.6582278481012658
