split,n_cont,n_cat,mean_ks,mean_w,mean_js,mean_skl,cont_sig_rate,cat_sig_rate
hospital,15,79,0.08468489004149164,0.15900553912631937,0.006305219564189053,0.03410421324870229,1.0,0.9493670886075949
