split,n_cont,n_cat,mean_ks,mean_w,mean_js,mean_skl,cont_sig_rate,cat_sig_rate
random,15,79,0.003675775655405948,0.0072948708175312954,2.1978763479906844e-05,8.977877853411153e-05,0.0,0.20253164556962025
